,amount,payment_date,staff_last_name,customer_last_name,address,city
5039,2.99,2005-07-30 23:04:13,Stephens,HARPER,927 Barcelona Street,Shahr-e Kord
5040,0.99,2005-08-02 17:37:43,Stephens,HARPER,927 Barcelona Street,Shahr-e Kord
5041,2.99,2005-08-21 14:51:35,Stephens,HARPER,927 Barcelona Street,Shahr-e Kord
5042,1.99,2005-05-28 11:20:29,Hillyer,FOX,435 0 Way,Haldia
5043,4.99,2005-06-15 01:18:39,Hillyer,FOX,435 0 Way,Haldia
5044,2.99,2005-06-15 09:36:19,Hillyer,FOX,435 0 Way,Haldia
5045,2.99,2005-06-16 10:14:15,Hillyer,FOX,435 0 Way,Haldia
5046,4.99,2005-06-20 12:32:30,Hillyer,FOX,435 0 Way,Haldia
5047,3.99,2005-07-28 11:49:46,Hillyer,FOX,435 0 Way,Haldia
5048,4.99,2005-07-29 08:50:18,Hillyer,FOX,435 0 Way,Haldia
5049,1.99,2005-07-31 20:49:14,Hillyer,FOX,435 0 Way,Haldia
5050,0.99,2005-08-02 04:30:19,Hillyer,FOX,435 0 Way,Haldia
5051,0.99,2005-08-17 18:13:07,Hillyer,FOX,435 0 Way,Haldia
5052,5.99,2005-08-18 07:21:47,Hillyer,FOX,435 0 Way,Haldia
5053,8.99,2005-08-18 10:42:52,Hillyer,FOX,435 0 Way,Haldia
5054,6.99,2005-08-19 13:37:28,Hillyer,FOX,435 0 Way,Haldia
5055,3.99,2005-08-20 14:47:02,Hillyer,FOX,435 0 Way,Haldia
5056,2.99,2005-08-20 20:21:36,Hillyer,FOX,435 0 Way,Haldia
5057,0.99,2005-08-23 06:19:51,Hillyer,FOX,435 0 Way,Haldia
5058,2.99,2006-02-14 15:16:03,Hillyer,FOX,435 0 Way,Haldia
5059,0.99,2005-05-30 17:58:03,Stephens,FOX,435 0 Way,Haldia
5060,4.99,2005-06-17 21:05:06,Stephens,FOX,435 0 Way,Haldia
5061,4.99,2005-06-20 00:47:18,Stephens,FOX,435 0 Way,Haldia
5062,4.99,2005-07-11 04:34:49,Stephens,FOX,435 0 Way,Haldia
5063,0.99,2005-07-28 05:21:51,Stephens,FOX,435 0 Way,Haldia
5064,0.99,2005-07-30 00:13:54,Stephens,FOX,435 0 Way,Haldia
5065,2.99,2005-07-30 16:35:59,Stephens,FOX,435 0 Way,Haldia
5066,5.99,2005-07-30 18:39:43,Stephens,FOX,435 0 Way,Haldia
5067,4.99,2005-08-20 02:33:17,Stephens,FOX,435 0 Way,Haldia
5068,4.99,2005-08-21 04:57:15,Stephens,FOX,435 0 Way,Haldia
5069,4.99,2005-08-21 19:14:48,Stephens,FOX,435 0 Way,Haldia
5070,3.99,2005-08-22 07:46:05,Stephens,FOX,435 0 Way,Haldia
5071,0.99,2005-08-22 08:00:49,Stephens,FOX,435 0 Way,Haldia
5072,3.99,2005-08-22 19:36:21,Stephens,FOX,435 0 Way,Haldia
5073,7.99,2005-05-26 14:39:53,Hillyer,RILEY,140 Chiayi Parkway,Sumy
5074,5.99,2005-06-19 16:05:47,Hillyer,RILEY,140 Chiayi Parkway,Sumy
5075,2.99,2005-06-21 15:54:37,Hillyer,RILEY,140 Chiayi Parkway,Sumy
5076,4.99,2005-07-07 22:32:47,Hillyer,RILEY,140 Chiayi Parkway,Sumy
5077,8.99,2005-07-10 11:50:51,Hillyer,RILEY,140 Chiayi Parkway,Sumy
5078,3.99,2005-07-11 04:03:40,Hillyer,RILEY,140 Chiayi Parkway,Sumy
5079,2.99,2005-07-30 13:58:41,Hillyer,RILEY,140 Chiayi Parkway,Sumy
5080,2.99,2005-08-17 13:14:50,Hillyer,RILEY,140 Chiayi Parkway,Sumy
5081,7.99,2005-08-18 14:04:41,Hillyer,RILEY,140 Chiayi Parkway,Sumy
5082,6.99,2005-06-15 10:55:17,Stephens,RILEY,140 Chiayi Parkway,Sumy
5083,4.99,2005-06-15 20:37:40,Stephens,RILEY,140 Chiayi Parkway,Sumy
5084,0.99,2005-06-16 05:14:37,Stephens,RILEY,140 Chiayi Parkway,Sumy
5085,0.99,2005-06-17 20:54:48,Stephens,RILEY,140 Chiayi Parkway,Sumy
5086,0.99,2005-06-19 01:34:26,Stephens,RILEY,140 Chiayi Parkway,Sumy
5087,10.99,2005-07-06 10:26:56,Stephens,RILEY,140 Chiayi Parkway,Sumy
5088,0.99,2005-07-09 18:28:37,Stephens,RILEY,140 Chiayi Parkway,Sumy
5089,6.99,2005-07-10 16:39:24,Stephens,RILEY,140 Chiayi Parkway,Sumy
5090,2.99,2005-07-12 00:01:51,Stephens,RILEY,140 Chiayi Parkway,Sumy
5091,4.99,2005-07-27 12:26:51,Stephens,RILEY,140 Chiayi Parkway,Sumy
5092,7.99,2005-07-28 09:16:19,Stephens,RILEY,140 Chiayi Parkway,Sumy
5093,7.99,2005-07-28 13:56:51,Stephens,RILEY,140 Chiayi Parkway,Sumy
5094,8.99,2005-08-18 05:48:23,Stephens,RILEY,140 Chiayi Parkway,Sumy
5095,9.99,2005-08-18 12:48:45,Stephens,RILEY,140 Chiayi Parkway,Sumy
5096,8.99,2005-08-20 17:28:57,Stephens,RILEY,140 Chiayi Parkway,Sumy
5097,8.99,2005-08-22 02:27:32,Stephens,RILEY,140 Chiayi Parkway,Sumy
5098,4.99,2005-08-22 17:32:57,Stephens,RILEY,140 Chiayi Parkway,Sumy
5099,2.99,2005-08-23 03:13:01,Stephens,RILEY,140 Chiayi Parkway,Sumy
5100,7.99,2005-08-23 19:59:33,Stephens,RILEY,140 Chiayi Parkway,Sumy
5101,4.99,2005-06-18 23:57:31,Hillyer,ARMSTRONG,1166 Changhwa Street,Bayugan
5102,4.99,2005-07-27 22:17:17,Hillyer,ARMSTRONG,1166 Changhwa Street,Bayugan
5103,0.99,2005-08-01 10:45:21,Hillyer,ARMSTRONG,1166 Changhwa Street,Bayugan
5104,2.99,2005-08-20 05:04:57,Hillyer,ARMSTRONG,1166 Changhwa Street,Bayugan
5105,5.99,2005-08-20 12:15:23,Hillyer,ARMSTRONG,1166 Changhwa Street,Bayugan
5106,2.99,2005-08-21 10:33:23,Hillyer,ARMSTRONG,1166 Changhwa Street,Bayugan
5107,2.99,2006-02-14 15:16:03,Hillyer,ARMSTRONG,1166 Changhwa Street,Bayugan
5108,2.99,2005-06-16 00:31:40,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5109,0.99,2005-06-17 06:48:19,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5110,4.99,2005-06-19 15:21:53,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5111,3.99,2005-07-06 16:47:32,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5112,2.99,2005-07-07 08:43:22,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5113,2.99,2005-07-09 18:08:28,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5114,5.99,2005-07-10 11:27:25,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5115,4.99,2005-07-12 05:08:16,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5116,0.99,2005-07-27 03:20:18,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5117,4.99,2005-07-31 03:58:53,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5118,5.99,2005-08-01 09:13:27,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5119,4.99,2005-08-01 19:00:28,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5120,4.99,2005-08-01 20:22:44,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5121,2.99,2005-08-02 18:16:52,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5122,2.99,2005-08-22 01:00:42,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5123,2.99,2005-08-22 20:17:17,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5124,0.99,2005-08-22 23:26:32,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5125,4.99,2005-08-23 01:39:10,Stephens,ARMSTRONG,1166 Changhwa Street,Bayugan
5126,0.99,2005-06-16 01:15:59,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5127,0.99,2005-06-16 22:49:08,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5128,6.99,2005-06-20 17:28:43,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5129,2.99,2005-06-21 11:06:53,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5130,0.99,2005-07-06 12:56:31,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5131,5.99,2005-07-11 11:46:57,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5132,4.99,2005-07-27 18:57:40,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5133,4.99,2005-07-28 02:55:20,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5134,4.99,2005-07-31 00:19:01,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5135,9.99,2005-08-01 02:34:06,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5136,3.99,2005-08-20 11:42:01,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5137,1.99,2005-08-23 13:24:57,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5138,5.99,2005-08-23 21:04:51,Hillyer,CARPENTER,891 Novi Sad Manor,Oshawa
5139,5.99,2005-05-31 16:15:31,Stephens,CARPENTER,891 Novi Sad Manor,Oshawa
5140,1.99,2005-06-20 02:56:16,Stephens,CARPENTER,891 Novi Sad Manor,Oshawa
5141,4.99,2005-07-06 15:23:34,Stephens,CARPENTER,891 Novi Sad Manor,Oshawa
5142,0.99,2005-07-07 11:24:14,Stephens,CARPENTER,891 Novi Sad Manor,Oshawa
5143,2.99,2005-07-28 07:22:35,Stephens,CARPENTER,891 Novi Sad Manor,Oshawa
5144,5.99,2005-07-30 11:36:24,Stephens,CARPENTER,891 Novi Sad Manor,Oshawa
5145,0.99,2005-07-30 19:26:21,Stephens,CARPENTER,891 Novi Sad Manor,Oshawa
5146,6.99,2005-08-02 06:41:38,Stephens,CARPENTER,891 Novi Sad Manor,Oshawa
5147,6.99,2005-08-20 06:01:15,Stephens,CARPENTER,891 Novi Sad Manor,Oshawa
5148,2.99,2005-05-29 01:42:31,Hillyer,WEAVER,605 Rio Claro Parkway,Tabora
5149,2.99,2005-06-15 10:39:05,Hillyer,WEAVER,605 Rio Claro Parkway,Tabora
5150,2.99,2005-06-15 12:43:43,Hillyer,WEAVER,605 Rio Claro Parkway,Tabora
5151,4.99,2005-06-17 15:31:58,Hillyer,WEAVER,605 Rio Claro Parkway,Tabora
5152,3.99,2005-06-19 04:09:03,Hillyer,WEAVER,605 Rio Claro Parkway,Tabora
5153,4.99,2005-06-21 14:21:06,Hillyer,WEAVER,605 Rio Claro Parkway,Tabora
5154,2.99,2005-07-07 08:19:10,Hillyer,WEAVER,605 Rio Claro Parkway,Tabora
5155,4.99,2005-07-27 08:03:22,Hillyer,WEAVER,605 Rio Claro Parkway,Tabora
5156,5.99,2005-07-27 15:52:10,Hillyer,WEAVER,605 Rio Claro Parkway,Tabora
5157,0.99,2005-07-29 09:07:38,Hillyer,WEAVER,605 Rio Claro Parkway,Tabora
5158,5.99,2005-08-02 07:30:19,Hillyer,WEAVER,605 Rio Claro Parkway,Tabora
5159,2.99,2005-08-18 04:32:05,Hillyer,WEAVER,605 Rio Claro Parkway,Tabora
5160,4.99,2005-05-27 16:22:10,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5161,5.99,2005-07-07 00:22:26,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5162,3.99,2005-07-12 20:06:47,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5163,2.99,2005-07-27 16:24:43,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5164,6.99,2005-08-02 09:58:28,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5165,4.99,2005-08-02 14:28:46,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5166,6.99,2005-08-02 15:56:51,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5167,0.99,2005-08-17 09:07:00,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5168,9.99,2005-08-17 17:13:16,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5169,0.99,2005-08-18 08:31:43,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5170,0.99,2005-08-20 22:40:47,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5171,4.99,2005-08-21 02:07:22,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5172,2.99,2005-08-21 02:59:31,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5173,0.99,2005-08-21 19:24:51,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5174,4.99,2006-02-14 15:16:03,Stephens,WEAVER,605 Rio Claro Parkway,Tabora
5175,2.99,2005-05-31 19:14:15,Hillyer,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5176,0.99,2005-06-15 08:09:12,Hillyer,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5177,2.99,2005-06-16 11:07:11,Hillyer,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5178,4.99,2005-06-17 15:10:16,Hillyer,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5179,2.99,2005-07-09 17:07:07,Hillyer,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5180,5.99,2005-07-10 21:41:23,Hillyer,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5181,6.99,2005-07-27 07:11:14,Hillyer,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5182,3.99,2005-07-27 18:18:35,Hillyer,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5183,2.99,2005-07-27 21:02:02,Hillyer,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5184,4.99,2005-07-30 16:26:29,Hillyer,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5185,4.99,2005-07-31 16:17:39,Hillyer,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5186,0.99,2006-02-14 15:16:03,Hillyer,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5187,4.99,2005-05-31 21:32:17,Stephens,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5188,2.99,2005-06-14 23:54:46,Stephens,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5189,2.99,2005-06-17 02:24:36,Stephens,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5190,2.99,2005-06-19 03:07:02,Stephens,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5191,5.99,2005-07-09 19:43:51,Stephens,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5192,0.99,2005-07-29 12:04:50,Stephens,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5193,2.99,2005-08-01 12:06:35,Stephens,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5194,4.99,2005-08-22 22:12:02,Stephens,GREENE,1077 San Felipe de Puerto Plata Place,Novoterkassk
5195,1.99,2005-05-30 08:50:43,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5196,3.99,2005-06-19 17:16:33,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5197,2.99,2005-07-06 19:25:18,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5198,4.99,2005-07-08 00:18:32,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5199,2.99,2005-07-09 19:56:40,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5200,7.99,2005-07-30 22:30:44,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5201,2.99,2005-07-31 11:59:32,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5202,7.99,2005-08-01 23:43:03,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5203,4.99,2005-08-02 18:23:11,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5204,4.99,2005-08-17 12:13:26,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5205,5.99,2005-08-19 11:57:49,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5206,4.99,2005-08-21 10:43:04,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5207,4.99,2006-02-14 15:16:03,Hillyer,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5208,0.99,2005-07-11 13:27:09,Stephens,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5209,0.99,2005-07-12 12:26:38,Stephens,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5210,2.99,2005-07-27 07:02:34,Stephens,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5211,0.99,2005-07-28 16:56:16,Stephens,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5212,7.99,2005-07-29 02:29:36,Stephens,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5213,0.99,2005-08-01 02:08:05,Stephens,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5214,4.99,2005-08-21 02:13:31,Stephens,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5215,7.99,2005-08-21 05:16:40,Stephens,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5216,6.99,2005-08-21 20:43:21,Stephens,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5217,2.99,2005-08-23 15:59:01,Stephens,LAWRENCE,9 San Miguel de Tucumn Manor,Firozabad
5218,4.99,2005-06-15 11:03:24,Hillyer,ELLIOTT,447 Surakarta Loop,Kisumu
5219,8.99,2005-06-21 07:08:19,Hillyer,ELLIOTT,447 Surakarta Loop,Kisumu
5220,6.99,2005-07-08 20:06:25,Hillyer,ELLIOTT,447 Surakarta Loop,Kisumu
5221,2.99,2005-07-28 23:34:22,Hillyer,ELLIOTT,447 Surakarta Loop,Kisumu
5222,4.99,2005-07-29 05:29:40,Hillyer,ELLIOTT,447 Surakarta Loop,Kisumu
5223,4.99,2005-07-29 07:12:48,Hillyer,ELLIOTT,447 Surakarta Loop,Kisumu
5224,2.99,2005-07-30 08:02:00,Hillyer,ELLIOTT,447 Surakarta Loop,Kisumu
5225,4.99,2005-07-31 02:51:53,Hillyer,ELLIOTT,447 Surakarta Loop,Kisumu
5226,2.99,2005-08-20 03:07:47,Hillyer,ELLIOTT,447 Surakarta Loop,Kisumu
5227,0.99,2005-08-20 06:10:44,Hillyer,ELLIOTT,447 Surakarta Loop,Kisumu
5228,2.99,2005-08-21 20:14:58,Hillyer,ELLIOTT,447 Surakarta Loop,Kisumu
5229,4.99,2005-08-22 05:31:53,Hillyer,ELLIOTT,447 Surakarta Loop,Kisumu
5230,2.99,2005-05-26 16:29:36,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5231,0.99,2005-05-27 20:42:44,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5232,6.99,2005-06-18 14:56:23,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5233,6.99,2005-06-19 22:21:06,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5234,4.99,2005-06-19 22:52:14,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5235,2.99,2005-06-20 01:24:54,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5236,2.99,2005-08-01 09:38:28,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5237,0.99,2005-08-18 08:36:58,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5238,4.99,2005-08-18 19:05:42,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5239,4.99,2005-08-22 14:47:53,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5240,6.99,2005-08-22 21:01:48,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5241,5.99,2005-08-23 02:26:10,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5242,2.99,2006-02-14 15:16:03,Stephens,ELLIOTT,447 Surakarta Loop,Kisumu
5243,0.99,2005-06-15 18:24:55,Hillyer,CHAVEZ,345 Oshawa Boulevard,Hino
5244,7.99,2005-06-18 04:52:59,Hillyer,CHAVEZ,345 Oshawa Boulevard,Hino
5245,2.99,2005-06-18 12:12:29,Hillyer,CHAVEZ,345 Oshawa Boulevard,Hino
5246,3.99,2005-06-18 20:01:43,Hillyer,CHAVEZ,345 Oshawa Boulevard,Hino
5247,3.99,2005-06-19 19:32:53,Hillyer,CHAVEZ,345 Oshawa Boulevard,Hino
5248,2.99,2005-07-09 15:15:02,Hillyer,CHAVEZ,345 Oshawa Boulevard,Hino
5249,7.99,2005-07-30 07:24:55,Hillyer,CHAVEZ,345 Oshawa Boulevard,Hino
5250,0.99,2005-08-20 02:29:47,Hillyer,CHAVEZ,345 Oshawa Boulevard,Hino
5251,4.99,2005-08-21 11:59:04,Hillyer,CHAVEZ,345 Oshawa Boulevard,Hino
5252,4.99,2005-05-27 03:03:07,Stephens,CHAVEZ,345 Oshawa Boulevard,Hino
5253,7.99,2005-05-28 23:00:08,Stephens,CHAVEZ,345 Oshawa Boulevard,Hino
5254,7.99,2005-07-07 12:48:19,Stephens,CHAVEZ,345 Oshawa Boulevard,Hino
5255,2.99,2005-07-09 08:14:58,Stephens,CHAVEZ,345 Oshawa Boulevard,Hino
5256,3.99,2005-07-10 20:09:34,Stephens,CHAVEZ,345 Oshawa Boulevard,Hino
5257,5.99,2005-08-02 21:55:09,Stephens,CHAVEZ,345 Oshawa Boulevard,Hino
5258,3.99,2005-08-19 02:12:12,Stephens,CHAVEZ,345 Oshawa Boulevard,Hino
5259,7.99,2005-08-20 06:30:33,Stephens,CHAVEZ,345 Oshawa Boulevard,Hino
5260,4.99,2005-08-23 18:43:22,Stephens,CHAVEZ,345 Oshawa Boulevard,Hino
5261,6.99,2005-07-07 13:01:35,Hillyer,SIMS,1792 Valle de la Pascua Place,Siegen
5262,2.99,2005-07-07 17:40:26,Hillyer,SIMS,1792 Valle de la Pascua Place,Siegen
5263,4.99,2005-07-09 12:26:01,Hillyer,SIMS,1792 Valle de la Pascua Place,Siegen
5264,0.99,2005-07-10 02:29:42,Hillyer,SIMS,1792 Valle de la Pascua Place,Siegen
5265,2.99,2005-07-27 14:33:00,Hillyer,SIMS,1792 Valle de la Pascua Place,Siegen
5266,5.99,2005-07-31 13:22:51,Hillyer,SIMS,1792 Valle de la Pascua Place,Siegen
5267,4.99,2005-07-31 17:30:31,Hillyer,SIMS,1792 Valle de la Pascua Place,Siegen
5268,7.99,2005-08-02 11:49:16,Hillyer,SIMS,1792 Valle de la Pascua Place,Siegen
5269,4.99,2005-07-11 10:44:37,Stephens,SIMS,1792 Valle de la Pascua Place,Siegen
5270,4.99,2005-07-29 01:45:51,Stephens,SIMS,1792 Valle de la Pascua Place,Siegen
5271,0.99,2005-07-29 08:42:04,Stephens,SIMS,1792 Valle de la Pascua Place,Siegen
5272,6.99,2005-07-30 12:19:54,Stephens,SIMS,1792 Valle de la Pascua Place,Siegen
5273,4.99,2005-08-02 01:58:36,Stephens,SIMS,1792 Valle de la Pascua Place,Siegen
5274,2.99,2005-08-17 10:59:00,Stephens,SIMS,1792 Valle de la Pascua Place,Siegen
5275,0.99,2005-08-17 22:38:54,Stephens,SIMS,1792 Valle de la Pascua Place,Siegen
5276,0.99,2005-08-19 05:39:26,Stephens,SIMS,1792 Valle de la Pascua Place,Siegen
5277,0.99,2005-08-20 10:48:47,Stephens,SIMS,1792 Valle de la Pascua Place,Siegen
5278,7.99,2005-08-21 23:11:23,Stephens,SIMS,1792 Valle de la Pascua Place,Siegen
5279,11.99,2005-08-23 22:19:33,Stephens,SIMS,1792 Valle de la Pascua Place,Siegen
5280,1.99,2005-05-31 07:12:44,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5281,5.99,2005-06-15 00:45:21,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5282,2.99,2005-06-15 12:45:30,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5283,0.99,2005-06-19 12:15:27,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5284,4.99,2005-06-20 17:06:46,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5285,2.99,2005-07-08 19:34:55,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5286,5.99,2005-07-30 18:13:52,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5287,6.99,2005-07-31 08:28:46,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5288,4.99,2005-07-31 11:07:39,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5289,4.99,2005-08-01 00:28:38,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5290,2.99,2005-08-02 08:09:58,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5291,8.99,2005-08-20 12:36:42,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5292,5.99,2005-08-21 20:49:58,Hillyer,AUSTIN,1074 Binzhou Manor,Mannheim
5293,11.99,2005-05-25 18:18:19,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5294,5.99,2005-05-26 04:21:46,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5295,2.99,2005-05-28 00:13:35,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5296,0.99,2005-06-16 06:04:12,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5297,4.99,2005-06-20 03:32:45,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5298,5.99,2005-06-21 05:16:10,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5299,4.99,2005-06-21 10:46:36,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5300,4.99,2005-07-09 01:12:57,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5301,4.99,2005-07-09 08:07:07,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5302,3.99,2005-07-09 18:04:29,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5303,4.99,2005-07-10 13:15:26,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5304,4.99,2005-07-12 19:53:30,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5305,3.99,2005-07-28 02:35:12,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5306,0.99,2005-07-29 01:20:16,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5307,1.99,2005-07-29 08:36:22,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5308,0.99,2005-07-29 16:56:01,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5309,10.99,2005-07-31 21:29:28,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5310,0.99,2005-08-18 10:32:41,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5311,0.99,2005-08-18 19:51:27,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5312,0.99,2005-08-19 01:48:33,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5313,5.99,2005-08-21 10:54:49,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5314,0.99,2005-08-23 20:10:13,Stephens,AUSTIN,1074 Binzhou Manor,Mannheim
5315,0.99,2005-05-26 09:02:47,Hillyer,PETERS,817 Bradford Loop,Changzhou
5316,2.99,2005-05-27 11:03:55,Hillyer,PETERS,817 Bradford Loop,Changzhou
